hour,fluid,used_coolprop,T_evap_sat_K,T_cond_sat_K,P_evap_kPa,P_cond_kPa,h1,h2s,h2,h3,T_source_in_C,T_geo_in_C,Q_geo_kW,flow_src_kgps,flow_load_kgps,T_outdoor_C
163,R134a,1,307.590724,331.150000,873.296916,1603.607823,422344.335897,435080.621638,440539.029813,269110.654903,39.4407,39.4407,0.0000,0.0000,0.0000,13.3000
164,R134a,1,307.590724,331.150000,873.296916,1603.607823,422344.335897,435080.621638,440539.029813,263618.800471,39.4407,39.4407,0.0000,0.0000,0.0000,12.0000
165,R134a,1,307.504298,331.150000,871.196539,1603.607823,422301.067340,435088.844048,440569.319780,268903.660731,39.3543,39.3543,0.0000,0.0000,0.0000,10.9000
166,R134a,1,307.504298,331.150000,871.196539,1603.607823,422301.067340,435088.844048,440569.319780,261414.925109,39.3543,39.3543,0.0000,0.0000,0.0000,10.0000
167,R134a,1,307.423645,331.150000,869.239880,1603.607823,422260.659299,435096.520044,440597.603220,264850.664191,39.2736,39.2736,0.0000,0.0000,0.0000,9.2000
168,R134a,1,307.350369,331.150000,867.465055,1603.607823,422223.922522,435103.496345,440623.313697,267527.157051,39.2004,39.2004,0.0000,0.0000,0.0000,8.5000
169,R134a,1,307.296357,331.150000,866.158558,1603.607823,422196.828419,435108.640144,440642.273741,263751.141985,39.1464,25.1235,586.7703,10.0000,23.0000,7.9000
170,R134a,1,307.285672,331.150000,865.900260,1603.607823,422191.466707,435109.657928,440646.025594,264725.856781,39.1357,39.1357,0.0000,0.0000,0.0000,7.1000
171,R134a,1,307.192918,331.150000,863.660613,1603.607823,422144.904955,435118.494655,440678.604527,270824.257556,39.0429,39.0337,0.0000,0.0000,0.0000,6.2000
172,R134a,1,307.135180,331.150000,862.268660,1603.607823,422115.901876,435123.997390,440698.895468,264261.798623,38.9852,25.0815,581.7879,10.0000,23.0000,5.3000
173,R134a,1,307.127659,331.150000,862.087451,1603.607823,422112.122500,435124.714359,440701.539441,262533.984299,38.9777,38.9777,0.0000,0.0000,0.0000,4.6000
174,R134a,1,307.064160,331.150000,860.558817,1603.607823,422080.207094,435130.768086,440723.865654,265937.178763,38.9142,38.9142,0.0000,0.0000,0.0000,4.0000
175,R134a,1,307.002218,331.150000,859.069609,1603.607823,422049.056929,435136.675299,440745.654601,269184.711383,38.8522,38.8429,0.0000,0.0000,0.0000,3.8000
176,R134a,1,306.948668,331.150000,857.783714,1603.607823,422022.113448,435141.783714,440764.499542,267358.876033,38.7987,25.2548,566.7237,10.0000,23.0000,4.6000
177,R134a,1,306.948668,331.150000,857.783714,1603.607823,422022.113448,435141.783714,440764.499542,260856.748869,38.7987,38.7987,0.0000,0.0000,0.0000,5.9000
178,R134a,1,306.876764,331.150000,856.059374,1603.607823,421985.915962,435148.645167,440789.814826,267586.394626,38.7268,38.7268,0.0000,0.0000,0.0000,7.4000
179,R134a,1,306.802417,331.150000,854.279192,1603.607823,421948.465184,435155.742439,440816.004119,264565.916044,38.6524,24.9257,574.3828,10.0000,23.0000,9.1000
180,R134a,1,306.802417,331.150000,854.279192,1603.607823,421948.465184,435155.742439,440816.004119,263465.676867,38.6524,38.6524,0.0000,0.0000,0.0000,11.1000
181,R134a,1,306.713554,331.150000,852.155066,1603.607823,421903.670488,435164.229204,440847.325796,270499.648938,38.5636,38.5536,0.0000,0.0000,0.0000,13.3000
182,R134a,1,306.713554,331.150000,852.155066,1603.607823,421903.670488,435164.229204,440847.325796,268579.973297,38.5636,38.5636,0.0000,0.0000,0.0000,15.9000
183,R134a,1,306.713554,331.150000,852.155066,1603.607823,421903.670488,435164.229204,440847.325796,268324.473831,38.5636,38.5636,0.0000,0.0000,0.0000,18.5000
184,R134a,1,306.713554,331.150000,852.155066,1603.607823,421903.670488,435164.229204,440847.325796,268308.263682,38.5636,38.5636,0.0000,0.0000,0.0000,19.8000
185,R134a,1,306.713554,331.150000,852.155066,1603.607823,421903.670488,435164.229204,440847.325796,268292.054505,38.5636,38.5636,0.0000,0.0000,0.0000,18.9000
186,R134a,1,306.713554,331.150000,852.155066,1603.607823,421903.670488,435164.229204,440847.325796,267966.002859,38.5636,38.5636,0.0000,0.0000,0.0000,16.9000
187,R134a,1,306.713554,331.150000,852.155066,1603.607823,421903.670488,435164.229204,440847.325796,265245.285173,38.5636,38.5636,0.0000,0.0000,0.0000,14.4000
188,R134a,1,306.301799,331.150000,842.364571,1603.607823,421695.668710,435203.608088,440992.724964,260353.038503,38.1518,24.2898,580.4711,10.0000,23.0000,12.4000
189,R134a,1,306.314780,331.150000,842.671919,1603.607823,421702.237046,435202.365233,440988.134456,265640.862558,38.1648,38.1648,0.0000,0.0000,0.0000,11.3000
190,R134a,1,306.268642,331.150000,841.579871,1603.607823,421678.887453,435206.783243,441004.452866,265064.374189,38.1186,24.6725,562.6288,10.0000,23.0000,11.2000
191,R134a,1,306.268642,331.150000,841.579871,1603.607823,421678.887453,435206.783243,441004.452866,264670.463456,38.1186,38.1186,0.0000,0.0000,0.0000,11.6000
192,R134a,1,306.174659,331.150000,839.358664,1603.607823,421631.296356,435215.786526,441037.710884,265016.375237,38.0247,24.6157,561.0748,10.0000,23.0000,12.2000
193,R134a,1,306.174659,331.150000,839.358664,1603.607823,421631.296356,435215.786526,441037.710884,265837.981907,38.0247,38.0247,0.0000,0.0000,0.0000,12.8000
194,R134a,1,306.174659,331.150000,839.358664,1603.607823,421631.296356,435215.786526,441037.710884,261422.441877,38.0247,38.0247,0.0000,0.0000,0.0000,13.1000
195,R134a,1,306.057177,331.150000,836.588250,1603.607823,421571.752374,435227.048395,441079.318118,268100.621048,37.9072,37.9072,0.0000,0.0000,0.0000,12.8000
196,R134a,1,306.057177,331.150000,836.588250,1603.607823,421571.752374,435227.048395,441079.318118,262869.741224,37.9072,37.9072,0.0000,0.0000,0.0000,12.2000
197,R134a,1,306.013285,331.150000,835.554981,1603.607823,421549.491506,435231.257998,441094.872210,268219.616352,37.8633,37.8633,0.0000,0.0000,0.0000,11.4000
198,R134a,1,306.013285,331.150000,835.554981,1603.607823,421549.491506,435231.257998,441094.872210,261396.212192,37.8633,37.8633,0.0000,0.0000,0.0000,10.8000
199,R134a,1,305.874392,331.150000,832.291593,1603.607823,421478.994819,435244.586788,441144.126204,265561.789577,37.7244,37.7244,0.0000,0.0000,0.0000,10.6000
200,R134a,1,305.844724,331.150000,831.595752,1603.607823,421463.925599,435247.435483,441154.654004,264601.966147,37.6947,24.3943,556.5345,10.0000,23.0000,11.0000
201,R134a,1,305.844724,331.150000,831.595752,1603.607823,421463.925599,435247.435483,441154.654004,264649.911209,37.6947,37.6947,0.0000,0.0000,0.0000,12.2000
202,R134a,1,305.844724,331.150000,831.595752,1603.607823,421463.925599,435247.435483,441154.654004,260924.702880,37.6947,37.6947,0.0000,0.0000,0.0000,14.0000
203,R134a,1,305.737279,331.150000,829.079436,1603.607823,421409.321636,435257.756656,441192.800236,270244.105892,37.5873,37.5873,0.0000,0.0000,0.0000,15.7000
204,R134a,1,305.737279,331.150000,829.079436,1603.607823,421409.321636,435257.756656,441192.800236,269728.965699,37.5873,37.5873,0.0000,0.0000,0.0000,17.0000
205,R134a,1,305.737279,331.150000,829.079436,1603.607823,421409.321636,435257.756656,441192.800236,269668.176575,37.5873,37.5873,0.0000,0.0000,0.0000,17.4000
206,R134a,1,305.737279,331.150000,829.079436,1603.607823,421409.321636,435257.756656,441192.800236,269074.098985,37.5873,37.5873,0.0000,0.0000,0.0000,16.6000
207,R134a,1,305.737279,331.150000,829.079436,1603.607823,421409.321636,435257.756656,441192.800236,266775.349358,37.5873,37.5873,0.0000,0.0000,0.0000,14.8000
208,R134a,1,305.737279,331.150000,829.079436,1603.607823,421409.321636,435257.756656,441192.800236,262260.357329,37.5873,37.5873,0.0000,0.0000,0.0000,12.6000
209,R134a,1,305.383611,331.150000,820.837024,1603.607823,421229.241738,435291.783917,441318.587708,266484.076241,37.2336,37.2336,0.0000,0.0000,0.0000,10.3000
210,R134a,1,305.433273,331.150000,821.990695,1603.607823,421254.560311,435287.000692,441300.903713,268779.126236,37.2833,37.2736,0.0000,0.0000,0.0000,8.5000
211,R134a,1,305.337306,331.150000,819.762461,1603.607823,421205.625906,435296.245241,441335.082099,264339.801770,37.1873,24.0842,548.2682,10.0000,23.0000,7.7000
212,R134a,1,305.349292,331.150000,820.040497,1603.607823,421211.739415,435295.090343,441330.812169,265215.949379,37.1993,37.1993,0.0000,0.0000,0.0000,7.9000
213,R134a,1,305.298142,331.150000,818.854426,1603.607823,421185.644736,435300.019781,441349.037657,272055.859834,37.1481,37.1384,0.0000,0.0000,0.0000,8.0000
214,R134a,1,305.298142,331.150000,818.854426,1603.607823,421185.644736,435300.019781,441349.037657,261981.460025,37.1481,37.1481,0.0000,0.0000,0.0000,7.7000
215,R134a,1,305.233112,331.150000,817.348347,1603.607823,421152.452832,435306.289611,441372.219659,267927.873503,37.0831,37.0831,0.0000,0.0000,0.0000,7.1000
216,R134a,1,305.182775,331.150000,816.183967,1603.607823,421126.747874,435311.144964,441390.172289,267572.648839,37.0328,24.2695,534.0386,10.0000,23.0000,6.2000
217,R134a,1,305.148679,331.150000,815.396001,1603.607823,421109.331026,435314.434697,441402.336270,260560.001991,36.9987,23.6676,558.2495,10.0000,23.0000,5.3000
218,R134a,1,305.139120,331.150000,815.175179,1603.607823,421104.446934,435315.357202,441405.747316,263491.531059,36.9891,36.9891,0.0000,0.0000,0.0000,4.2000
219,R134a,1,305.087354,331.150000,813.980189,1603.607823,421077.992590,435320.353791,441424.222878,270886.370588,36.9374,36.9278,0.0000,0.0000,0.0000,3.1000
220,R134a,1,305.045852,331.150000,813.023076,1603.607823,421056.775176,435324.361146,441439.040848,266249.442666,36.8959,24.0786,536.2979,10.0000,23.0000,2.2000
221,R134a,1,305.009687,331.150000,812.189735,1603.607823,421038.280446,435327.854199,441451.957236,266201.455804,36.8597,24.0537,535.8275,10.0000,23.0000,1.4000
222,R134a,1,304.973565,331.150000,811.358033,1603.607823,421019.802441,435331.344038,441464.861865,265378.934519,36.8236,23.9636,538.0848,10.0000,23.0000,0.8000
223,R134a,1,304.935583,331.150000,810.484179,1603.607823,421000.366777,435335.014693,441478.435229,258576.128243,36.7856,23.3805,561.3327,10.0000,23.0000,0.6000
224,R134a,1,304.918028,331.150000,810.080546,1603.607823,420991.382113,435336.711538,441484.709863,263624.489541,36.7680,36.7680,0.0000,0.0000,0.0000,1.3000
225,R134a,1,304.868425,331.150000,808.940829,1603.607823,420965.987502,435341.507523,441502.444674,269502.654472,36.7184,36.7088,0.0000,0.0000,0.0000,2.0000
226,R134a,1,304.824570,331.150000,807.934190,1603.607823,420943.527238,435345.749287,441518.130166,264973.749124,36.6746,23.8437,536.8666,10.0000,23.0000,2.5000
227,R134a,1,304.785807,331.150000,807.045217,1603.607823,420923.668245,435349.499762,441531.998983,260496.457504,36.6358,23.4573,551.8565,10.0000,23.0000,2.8000
228,R134a,1,304.774327,331.150000,806.782081,1603.607823,420917.785644,435350.610719,441536.107179,261918.264495,36.6243,36.6243,0.0000,0.0000,0.0000,3.1000
229,R134a,1,304.731238,331.150000,805.795021,1603.607823,420895.701448,435354.781416,441551.529973,263983.343044,36.5812,36.5812,0.0000,0.0000,0.0000,3.7000
230,R134a,1,304.689704,331.150000,804.844408,1603.607823,420874.406245,435358.803107,441566.401762,267015.692448,36.5397,36.5397,0.0000,0.0000,0.0000,4.7000
231,R134a,1,304.640902,331.150000,803.728549,1603.607823,420849.376065,435363.530176,441583.881937,266075.540031,36.4909,23.8295,529.7800,10.0000,23.0000,6.1000
232,R134a,1,304.640902,331.150000,803.728549,1603.607823,420849.376065,435363.530176,441583.881937,260945.367735,36.4909,36.4909,0.0000,0.0000,0.0000,7.5000
233,R134a,1,304.584592,331.150000,802.442475,1603.607823,420820.483128,435368.986782,441604.059777,267522.553249,36.4346,36.4346,0.0000,0.0000,0.0000,8.1000
234,R134a,1,304.527905,331.150000,801.149344,1603.607823,420791.383404,435374.482507,441624.382122,262998.322686,36.3779,23.5080,538.4983,10.0000,23.0000,7.6000
235,R134a,1,304.522619,331.150000,801.028848,1603.607823,420788.669378,435374.995077,441626.277520,262594.392757,36.3726,36.3726,0.0000,0.0000,0.0000,6.6000
236,R134a,1,304.475561,331.150000,799.956675,1603.607823,420764.501382,435379.559481,441643.155809,266452.890168,36.3256,36.3256,0.0000,0.0000,0.0000,5.5000
237,R134a,1,304.429926,331.150000,798.917979,1603.607823,420741.056101,435383.987468,441659.529483,269724.898862,36.2799,36.2707,0.0000,0.0000,0.0000,4.8000
238,R134a,1,304.389987,331.150000,798.009735,1603.607823,420720.529569,435387.864280,441673.864870,261884.646822,36.2400,23.3364,539.9075,10.0000,23.0000,4.5000
239,R134a,1,304.379944,331.150000,797.781495,1603.607823,420715.367506,435388.839242,441677.469986,264429.456947,36.2299,36.2299,0.0000,0.0000,0.0000,4.4000
240,R134a,1,304.334801,331.150000,796.756075,1603.607823,420692.156971,435393.223094,441693.680004,267131.350320,36.1848,36.1848,0.0000,0.0000,0.0000,4.4000
241,R134a,1,304.295175,331.150000,795.856792,1603.607823,420671.776213,435397.072572,441707.913869,269800.646795,36.1452,36.1353,0.0000,0.0000,0.0000,4.4000
242,R134a,1,304.256795,331.150000,794.986516,1603.607823,420652.030258,435400.802243,441721.704522,266998.062059,36.1068,23.6810,519.9079,10.0000,23.0000,4.3000
243,R134a,1,304.223087,331.150000,794.222774,1603.607823,420634.683144,435404.078896,441733.819933,263840.483891,36.0731,23.4016,530.2043,10.0000,23.0000,4.0000
244,R134a,1,304.188635,331.150000,793.442753,1603.607823,420616.948540,435407.428827,441746.206093,260132.752938,36.0386,23.0876,542.3599,10.0000,23.0000,3.5000
245,R134a,1,304.178749,331.150000,793.219016,1603.607823,420611.858336,435408.390345,441749.761205,261362.623278,36.0287,36.0287,0.0000,0.0000,0.0000,3.0000
246,R134a,1,304.134808,331.150000,792.225183,1603.607823,420589.229924,435412.664849,441765.565531,267387.647891,35.9848,35.9848,0.0000,0.0000,0.0000,2.6000
247,R134a,1,304.089828,331.150000,791.208848,1603.607823,420566.058949,435417.042015,441781.749043,267827.583769,35.9398,23.6508,514.1903,10.0000,23.0000,2.4000
248,R134a,1,304.055076,331.150000,790.424268,1603.607823,420548.150718,435420.425138,441794.257032,263194.709433,35.9051,23.2509,529.4788,10.0000,23.0000,2.8000
249,R134a,1,304.020782,331.150000,789.650601,1603.607823,420530.473702,435423.764695,441806.603692,259370.642700,35.8708,22.9289,541.9743,10.0000,23.0000,3.6000
250,R134a,1,304.011178,331.150000,789.434038,1603.607823,420525.522402,435424.700121,441810.062000,261989.388912,35.8612,35.8612,0.0000,0.0000,0.0000,4.6000
251,R134a,1,303.973401,331.150000,788.582645,1603.607823,420506.043406,435428.380287,441823.667522,265946.407363,35.8234,35.8234,0.0000,0.0000,0.0000,6.0000
252,R134a,1,303.928433,331.150000,787.570081,1603.607823,420482.848845,435432.762639,441839.868551,271684.075575,35.7784,35.7691,0.0000,0.0000,0.0000,7.8000
253,R134a,1,303.928433,331.150000,787.570081,1603.607823,420482.848845,435432.762639,441839.868551,263500.921173,35.7784,35.7784,0.0000,0.0000,0.0000,9.9000
254,R134a,1,303.863599,331.150000,786.111913,1603.607823,420449.393121,435439.084137,441863.237430,268751.048335,35.7136,35.7136,0.0000,0.0000,0.0000,12.5000
255,R134a,1,303.863599,331.150000,786.111913,1603.607823,420449.393121,435439.084137,441863.237430,266173.050227,35.7136,35.7136,0.0000,0.0000,0.0000,15.3000
256,R134a,1,303.863599,331.150000,786.111913,1603.607823,420449.393121,435439.084137,441863.237430,265243.369462,35.7136,35.7136,0.0000,0.0000,0.0000,16.6000
257,R134a,1,303.863599,331.150000,786.111913,1603.607823,420449.393121,435439.084137,441863.237430,263931.710796,35.7136,35.7136,0.0000,0.0000,0.0000,15.9000
258,R134a,1,303.863599,331.150000,786.111913,1603.607823,420449.393121,435439.084137,441863.237430,261114.297172,35.7136,35.7136,0.0000,0.0000,0.0000,14.3000
259,R134a,1,303.694315,331.150000,782.314144,1603.607823,420361.958834,435455.607520,441924.314100,266655.320187,35.5443,35.5443,0.0000,0.0000,0.0000,12.2000
260,R134a,1,303.662659,331.150000,781.605496,1603.607823,420345.595817,435458.700266,441935.745030,264796.422032,35.5127,23.1512,517.2133,10.0000,23.0000,10.2000
261,R134a,1,303.662659,331.150000,781.605496,1603.607823,420345.595817,435458.700266,441935.745030,261306.742954,35.5127,35.5127,0.0000,0.0000,0.0000,8.7000
262,R134a,1,303.626178,331.150000,780.789428,1603.607823,420326.733630,435462.265567,441948.922112,267212.144002,35.4762,35.4762,0.0000,0.0000,0.0000,7.6000
263,R134a,1,303.567545,331.150000,779.479177,1603.607823,420296.406876,435467.998328,441970.108951,267105.986893,35.4175,23.2814,507.7761,10.0000,23.0000,6.9000
264,R134a,1,303.567545,331.150000,779.479177,1603.607823,420296.406876,435467.998328,441970.108951,260963.216357,35.4175,35.4175,0.0000,0.0000,0.0000,6.4000
265,R134a,1,303.519093,331.150000,778.397693,1603.607823,420271.335825,435472.738020,441987.624675,265094.818927,35.3691,35.3691,0.0000,0.0000,0.0000,6.0000
266,R134a,1,303.479133,331.150000,777.506611,1603.607823,420250.651932,435476.648625,442002.075779,268843.604888,35.3291,35.3197,0.0000,0.0000,0.0000,5.6000
267,R134a,1,303.444359,331.150000,776.731793,1603.607823,420232.647040,435480.052957,442014.655493,266661.810166,35.2944,23.1721,507.1939,10.0000,23.0000,5.0000
268,R134a,1,303.412721,331.150000,776.027354,1603.607823,420216.261693,435483.151263,442026.103936,263758.044165,35.2627,22.9201,516.4302,10.0000,23.0000,4.4000
269,R134a,1,303.380551,331.150000,775.311567,1603.607823,420199.596801,435486.302622,442037.747974,260158.760369,35.2306,22.6228,527.9779,10.0000,23.0000,3.8000
270,R134a,1,303.371310,331.150000,775.106058,1603.607823,420194.809269,435487.207989,442041.093155,261316.333218,35.2213,35.2213,0.0000,0.0000,0.0000,3.4000
271,R134a,1,303.331361,331.150000,774.218060,1603.607823,420174.107541,435491.123074,442055.558303,267451.210886,35.1814,35.1814,0.0000,0.0000,0.0000,3.2000
272,R134a,1,303.295888,331.150000,773.430188,1603.607823,420155.719734,435494.600821,442068.407002,268946.203282,35.1459,35.1359,0.0000,0.0000,0.0000,3.8000
273,R134a,1,303.260037,331.150000,772.634523,1603.607823,420137.130662,435498.116898,442081.396713,266575.570613,35.1100,23.0551,504.3784,10.0000,23.0000,5.2000
274,R134a,1,303.260037,331.150000,772.634523,1603.607823,420137.130662,435498.116898,442081.396713,260813.664285,35.1100,35.1100,0.0000,0.0000,0.0000,7.2000
275,R134a,1,303.214786,331.150000,771.631147,1603.607823,420113.660980,435502.556518,442097.797463,267899.482325,35.0648,35.0648,0.0000,0.0000,0.0000,9.4000
276,R134a,1,303.214786,331.150000,771.631147,1603.607823,420113.660980,435502.556518,442097.797463,261559.543925,35.0648,35.0648,0.0000,0.0000,0.0000,11.6000
277,R134a,1,303.158261,331.150000,770.379155,1603.607823,420084.332364,435508.105064,442118.293364,267754.496395,35.0083,35.0083,0.0000,0.0000,0.0000,13.5000
278,R134a,1,303.158261,331.150000,770.379155,1603.607823,420084.332364,435508.105064,442118.293364,265096.966886,35.0083,35.0083,0.0000,0.0000,0.0000,15.0000
279,R134a,1,303.158261,331.150000,770.379155,1603.607823,420084.332364,435508.105064,442118.293364,263419.306710,35.0083,35.0083,0.0000,0.0000,0.0000,15.8000
280,R134a,1,303.158261,331.150000,770.379155,1603.607823,420084.332364,435508.105064,442118.293364,262062.700222,35.0083,35.0083,0.0000,0.0000,0.0000,16.0000
281,R134a,1,303.004502,331.150000,766.981211,1603.607823,420004.488333,435523.214113,442174.096590,265572.288545,34.8545,22.8220,503.4347,10.0000,23.0000,15.5000
282,R134a,1,303.004502,331.150000,766.981211,1603.607823,420004.488333,435523.214113,442174.096590,267999.624147,34.8545,34.8545,0.0000,0.0000,0.0000,14.5000
283,R134a,1,303.004502,331.150000,766.981211,1603.607823,420004.488333,435523.214113,442174.096590,263982.787475,34.8545,34.8545,0.0000,0.0000,0.0000,13.4000
