step,date,time,T_source_out_C,T_return_C,COP,Q_out_kW,P_el_kW,Q_geo_kW,T_outdoor_C,T_load_supply_C,T_load_return_C,T_hp_load_out_C,model,T_tank_C,HP_on,Q_space_req_kW,Q_dhw_req_kW,Q_space_served_kW,Q_dhw_served_kW,Q_unmet_kW,flow_src_kgps,flow_load_kgps,dP_kPa,P_pump_kW
5927,2026-06-05,00:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,17.1000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5928,2026-06-05,01:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,16.6000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5929,2026-06-05,02:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,16.2000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5930,2026-06-05,03:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,15.6000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5931,2026-06-05,04:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,14.9000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5932,2026-06-05,05:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,14.2000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5933,2026-06-05,06:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,13.9000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5934,2026-06-05,07:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,13.9000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,3.3000,0.0000,0.0000,3.3000,0.0000,0.0000,0.0000,0.0000
5935,2026-06-05,08:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,14.1000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,3.3000,0.0000,0.0000,3.3000,0.0000,0.0000,0.0000,0.0000
5936,2026-06-05,09:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,14.8000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5937,2026-06-05,10:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,16.1000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5938,2026-06-05,11:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,17.9000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5939,2026-06-05,12:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,19.9000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5940,2026-06-05,13:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,21.9000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5941,2026-06-05,14:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,23.6000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5942,2026-06-05,15:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,24.9000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5943,2026-06-05,16:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,25.5000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5944,2026-06-05,17:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,25.7000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5945,2026-06-05,18:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,25.5000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5946,2026-06-05,19:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,24.8000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5947,2026-06-05,20:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,23.9000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,3.3000,0.0000,0.0000,3.3000,0.0000,0.0000,0.0000,0.0000
5948,2026-06-05,21:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,22.8000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,3.3000,0.0000,0.0000,3.3000,0.0000,0.0000,0.0000,0.0000
5949,2026-06-05,22:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,21.8000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5950,2026-06-05,23:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,20.7000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5951,2026-06-06,00:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,19.7000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5952,2026-06-06,01:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,18.6000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5953,2026-06-06,02:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,17.5000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5954,2026-06-06,03:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,16.4000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5955,2026-06-06,04:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,15.3000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5956,2026-06-06,05:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,14.4000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5957,2026-06-06,06:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,14.0000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5958,2026-06-06,07:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,14.4000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,3.3000,0.0000,0.0000,3.3000,0.0000,0.0000,0.0000,0.0000
5959,2026-06-06,08:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,15.4000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,3.3000,0.0000,0.0000,3.3000,0.0000,0.0000,0.0000,0.0000
5960,2026-06-06,09:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,16.6000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5961,2026-06-06,10:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,17.6000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5962,2026-06-06,11:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,18.7000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5963,2026-06-06,12:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,19.9000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5964,2026-06-06,13:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,21.5000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5965,2026-06-06,14:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,23.6000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5966,2026-06-06,15:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,26.5000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5967,2026-06-06,16:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,28.9000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5968,2026-06-06,17:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,28.6000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5969,2026-06-06,18:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,27.7000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5970,2026-06-06,19:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,26.4000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5971,2026-06-06,20:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,25.0000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,3.3000,0.0000,0.0000,3.3000,0.0000,0.0000,0.0000,0.0000
5972,2026-06-06,21:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,23.7000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,3.3000,0.0000,0.0000,3.3000,0.0000,0.0000,0.0000,0.0000
5973,2026-06-06,22:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,22.6000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5974,2026-06-06,23:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,21.6000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5975,2026-06-07,00:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,20.6000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5976,2026-06-07,01:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,19.7000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5977,2026-06-07,02:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,18.6000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5978,2026-06-07,03:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,17.4000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5979,2026-06-07,04:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,16.0000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5980,2026-06-07,05:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,14.7000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5981,2026-06-07,06:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,14.2000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5982,2026-06-07,07:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,14.6000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,3.3000,0.0000,0.0000,3.3000,0.0000,0.0000,0.0000,0.0000
5983,2026-06-07,08:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,15.7000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,3.3000,0.0000,0.0000,3.3000,0.0000,0.0000,0.0000,0.0000
5984,2026-06-07,09:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,17.2000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5985,2026-06-07,10:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,19.0000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5986,2026-06-07,11:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,20.9000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5987,2026-06-07,12:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,23.0000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5988,2026-06-07,13:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,25.1000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5989,2026-06-07,14:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,27.3000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5990,2026-06-07,15:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,29.4000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5991,2026-06-07,16:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,31.3000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5992,2026-06-07,17:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,32.1000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5993,2026-06-07,18:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,31.8000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5994,2026-06-07,19:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,31.0000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5995,2026-06-07,20:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,30.0000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,3.3000,0.0000,0.0000,3.3000,0.0000,0.0000,0.0000,0.0000
5996,2026-06-07,21:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,28.9000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,3.3000,0.0000,0.0000,3.3000,0.0000,0.0000,0.0000,0.0000
5997,2026-06-07,22:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,27.8000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5998,2026-06-07,23:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,26.8000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
5999,2026-06-08,00:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,25.7000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
6000,2026-06-08,01:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,24.5000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
6001,2026-06-08,02:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,23.1000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
6002,2026-06-08,03:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,21.4000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
6003,2026-06-08,04:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,19.5000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
6004,2026-06-08,05:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,18.0000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
6005,2026-06-08,06:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,17.3000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
6006,2026-06-08,07:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,17.7000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,3.3000,0.0000,0.0000,3.3000,0.0000,0.0000,0.0000,0.0000
6007,2026-06-08,08:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,18.8000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,3.3000,0.0000,0.0000,3.3000,0.0000,0.0000,0.0000,0.0000
6008,2026-06-08,09:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,20.1000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
6009,2026-06-08,10:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,21.4000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
6010,2026-06-08,11:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,22.8000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
6011,2026-06-08,12:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,24.4000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
6012,2026-06-08,13:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,26.4000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
6013,2026-06-08,14:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,28.9000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
6014,2026-06-08,15:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,32.2000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
6015,2026-06-08,16:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,34.8000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
6016,2026-06-08,17:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,34.3000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
6017,2026-06-08,18:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,33.3000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
6018,2026-06-08,19:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,32.0000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
6019,2026-06-08,20:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,30.8000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,3.3000,0.0000,0.0000,3.3000,0.0000,0.0000,0.0000,0.0000
6020,2026-06-08,21:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,30.2000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,3.3000,0.0000,0.0000,3.3000,0.0000,0.0000,0.0000,0.0000
6021,2026-06-08,22:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,30.2000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
6022,2026-06-08,23:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,29.9000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
6023,2026-06-09,00:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,29.0000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
6024,2026-06-09,01:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,27.9000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
6025,2026-06-09,02:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,26.6000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
6026,2026-06-09,03:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,25.3000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
6027,2026-06-09,04:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,24.1000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
6028,2026-06-09,05:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,23.1000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
6029,2026-06-09,06:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,22.4000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
6030,2026-06-09,07:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,22.0000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,3.3000,0.0000,0.0000,3.3000,0.0000,0.0000,0.0000,0.0000
6031,2026-06-09,08:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,22.0000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,3.3000,0.0000,0.0000,3.3000,0.0000,0.0000,0.0000,0.0000
6032,2026-06-09,09:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,22.5000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
6033,2026-06-09,10:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,23.4000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
6034,2026-06-09,11:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,24.6000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
6035,2026-06-09,12:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,25.9000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
6036,2026-06-09,13:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,27.1000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
6037,2026-06-09,14:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,28.0000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
6038,2026-06-09,15:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,28.3000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
6039,2026-06-09,16:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,27.1000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
6040,2026-06-09,17:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,24.3000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
6041,2026-06-09,18:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,21.2000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
6042,2026-06-09,19:00,16.8173,16.8173,0.0000,0.0000,0.0000,0.0000,19.1000,0.0000,0.0000,0.0000,CP,0.0000,0,0.0000,0.3000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
